ID,Nominee,Party,Gender,State,Region,WiderRegion,Type,Race,Class,Incumbent,Victor,Votes,Share,Total,HeldBy,Hometown,ElectionDay,ElectionYear,YearType,LastElection,Final,Special,Runoff
585,Peter A. Stauber,Republican,Male,Minnesota,Great Plains,Midwest,House,MN-08,Class 1,TRUE,TRUE,244498,0.5799,421606,Republican,"Hermantown, Minnesota",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
586,Jennifer S. Schultz,Democratic-Farmer-Labor,Female,Minnesota,Great Plains,Midwest,House,MN-08,Class 1,FALSE,FALSE,176724,0.4192,421606,Republican,"Duluth, Minnesota",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
587,Roger F. Wicker,Republican,Male,Mississippi,South Central,South,Senate,MS-Sen,Class 1,TRUE,TRUE,761934,0.6283,1212683,Republican,"Tupelo, Mississippi",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
588,Tyrone C. Pinkins,Democratic,Male,Mississippi,South Central,South,Senate,MS-Sen,Class 1,FALSE,FALSE,450749,0.3717,1212683,Republican,"Vicksburg, Mississippi",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
589,J. Trent Kelly,Republican,Male,Mississippi,South Central,South,House,MS-01,Class 1,TRUE,TRUE,223589,0.6981,320286,Republican,"Saltillo, Mississippi",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
590,Dianne Dodson Black,Democratic,Female,Mississippi,South Central,South,House,MS-01,Class 1,FALSE,FALSE,96697,0.3019,320286,Republican,"Olive Branch, Mississippi",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
591,"Ronald N. Eller, Jr.",Republican,Male,Mississippi,South Central,South,House,MS-02,Class 1,FALSE,FALSE,108956,0.3798,286841,Democratic,"Raymond, Mississippi",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
592,Bennie G. Thompson,Democratic,Male,Mississippi,South Central,South,House,MS-02,Class 1,TRUE,TRUE,177885,0.6202,286841,Democratic,"Bolton, Mississippi",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
593,Michael P. Guest,Republican,Male,Mississippi,South Central,South,House,MS-03,Class 1,TRUE,TRUE,263239,1.0,263239,Republican,"Brandon, Mississippi",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
594,W. Michael Ezell,Republican,Male,Mississippi,South Central,South,House,MS-04,Class 1,TRUE,TRUE,215095,0.7395,290866,Republican,"Pascagoula, Mississippi",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
595,Craig Elliot Raybon,Democratic,Male,Mississippi,South Central,South,House,MS-04,Class 1,FALSE,FALSE,75771,0.2605,290866,Republican,"Gulfport, Mississippi",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
596,Joshua D. Hawley,Republican,Male,Missouri,Great Plains,Midwest,Senate,MO-Sen,Class 1,TRUE,TRUE,1651907,0.5557,2972559,Republican,"St. Louis, Missouri",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
597,Lucas T. Kunce,Democratic,Male,Missouri,Great Plains,Midwest,Senate,MO-Sen,Class 1,FALSE,FALSE,1243728,0.4184,2972559,Republican,"Independence, Missouri",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
598,Nathan A. Kline,Green,Male,Missouri,Great Plains,Midwest,Senate,MO-Sen,Class 1,FALSE,FALSE,20123,0.0068,2972559,Republican,"Kansas City, Missouri",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
599,William Clinton Young,Libertarian,Male,Missouri,Great Plains,Midwest,Senate,MO-Sen,Class 1,FALSE,FALSE,35671,0.012,2972559,Republican,"Kansas City, Missouri",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
600,Jared R. Young,Better Party,Male,Missouri,Great Plains,Midwest,Senate,MO-Sen,Class 1,FALSE,FALSE,21111,0.0071,2972559,Republican,"Webb City, Missouri",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
601,"Andrew M. Jones, Jr.",Republican,Male,Missouri,Great Plains,Midwest,House,MO-01,Class 1,FALSE,FALSE,56453,0.1837,307265,Democratic,"St. Louis, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
602,Wesley J. Bell,Democratic,Male,Missouri,Great Plains,Midwest,House,MO-01,Class 1,FALSE,TRUE,233312,0.7593,307265,Democratic,"St. Louis, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
603,Stephan Blake Ashby,Better Party,Male,Missouri,Great Plains,Midwest,House,MO-01,Class 1,FALSE,FALSE,2279,0.0074,307265,Democratic,"Ferguson, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
604,Donald E. Fitz,Green,Male,Missouri,Great Plains,Midwest,House,MO-01,Class 1,FALSE,FALSE,5151,0.0168,307265,Democratic,"St. Louis, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
605,Rochelle A. Riggins,Libertarian,Female,Missouri,Great Plains,Midwest,House,MO-01,Class 1,FALSE,FALSE,10070,0.0328,307265,Democratic,"St. Louis, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
606,Ann L. Wagner,Republican,Female,Missouri,Great Plains,Midwest,House,MO-02,Class 1,TRUE,TRUE,233444,0.5449,428392,Republican,"Ballwin, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
607,Raymond P. Hartmann,Democratic,Male,Missouri,Great Plains,Midwest,House,MO-02,Class 1,FALSE,FALSE,182056,0.425,428392,Republican,"Chesterfield, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
608,Brandon M. Daugherty,Libertarian,Male,Missouri,Great Plains,Midwest,House,MO-02,Class 1,FALSE,FALSE,8951,0.0209,428392,Republican,"O'Fallon, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
609,Shelby Renee Davis,Green,Female,Missouri,Great Plains,Midwest,House,MO-02,Class 1,FALSE,FALSE,3941,0.0092,428392,Republican,"Ballwin, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
610,"Robert F. Onder, Jr.",Republican,Male,Missouri,Great Plains,Midwest,House,MO-03,Class 1,FALSE,TRUE,240620,0.6131,392463,Republican,"O'Fallon, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
611,Bethany E. Mann,Democratic,Female,Missouri,Great Plains,Midwest,House,MO-03,Class 1,FALSE,FALSE,138532,0.353,392463,Republican,"Wentzville, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
612,William M. Hastings,Green,Male,Missouri,Great Plains,Midwest,House,MO-03,Class 1,FALSE,FALSE,4013,0.0102,392463,Republican,"Columbia, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
613,Jordan Lee Rowden,Libertarian,Male,Missouri,Great Plains,Midwest,House,MO-03,Class 1,FALSE,FALSE,9298,0.0237,392463,Republican,"Vienna, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
614,"Mark A. Alford, Sr.",Republican,Male,Missouri,Great Plains,Midwest,House,MO-04,Class 1,TRUE,TRUE,259886,0.7107,365696,Republican,"Lake Winnebago, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
615,Jeanette Cass,Democratic,Female,Missouri,Great Plains,Midwest,House,MO-04,Class 1,FALSE,FALSE,96568,0.2641,365696,Republican,"Niangua, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
616,Thomas W. Holbrook II,Libertarian,Male,Missouri,Great Plains,Midwest,House,MO-04,Class 1,FALSE,FALSE,9240,0.0253,365696,Republican,"Warrensburg, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
617,Sean E. Smith,Republican,Male,Missouri,Great Plains,Midwest,House,MO-05,Class 1,FALSE,FALSE,120957,0.3644,331929,Democratic,"Lee's Summit, MIssouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
618,Emanuel Cleaver II,Democratic,Male,Missouri,Great Plains,Midwest,House,MO-05,Class 1,TRUE,TRUE,199900,0.6022,331929,Democratic,"Kansas City, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
619,Michael K. Day,Green,Male,Missouri,Great Plains,Midwest,House,MO-05,Class 1,FALSE,FALSE,4414,0.0133,331929,Democratic,"St. Louis, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
620,William Truman Wayne,Libertarian,Male,Missouri,Great Plains,Midwest,House,MO-06,Class 1,FALSE,FALSE,6658,0.0201,331929,Democratic,"Warrensburg, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
621,"Samuel B. Graves, Jr.",Republican,Male,Missouri,Great Plains,Midwest,House,MO-06,Class 1,TRUE,TRUE,265210,0.7069,375186,Republican,"Tarkio, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
622,Pam D. May,Democratic,Female,Missouri,Great Plains,Midwest,House,MO-06,Class 1,FALSE,FALSE,100999,0.2692,375186,Republican,"St. Joseph, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
623,Michael J. Diel,Green,Male,Missouri,Great Plains,Midwest,House,MO-06,Class 1,FALSE,FALSE,3058,0.0082,375186,Republican,"Macon, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
624,"Edward A. ""Andy"" Maidment",Libertarian,Male,Missouri,Great Plains,Midwest,House,MO-06,Class 1,FALSE,FALSE,5919,0.0158,375186,Republican,"Kearney, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
625,Eric W. Burlison,Republican,Male,Missouri,Great Plains,Midwest,House,MO-07,Class 1,TRUE,TRUE,263231,0.7156,367868,Republican,"Ozark, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
626,Melisha H. Hesketh,Democratic,Female,Missouri,Great Plains,Midwest,House,MO-07,Class 1,FALSE,FALSE,96655,0.2627,367868,Republican,"Forsyth, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
627,J. Kevin Craig,Libertarian,Male,Missouri,Great Plains,Midwest,House,MO-07,Class 1,FALSE,FALSE,7982,0.0217,367868,Republican,"Powersite, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
628,Jason T. Smith,Republican,Male,Missouri,Great Plains,Midwest,House,MO-08,Class 1,TRUE,TRUE,271249,0.7618,356064,Republican,"Salem, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
629,Randal J. McCallian,Democratic,Male,Missouri,Great Plains,Midwest,House,MO-08,Class 1,FALSE,FALSE,77649,0.2181,356064,Republican,"Edgar Springs, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
630,Jacob A. Dawson,Libertarian,Male,Missouri,Great Plains,Midwest,House,MO-08,Class 1,FALSE,FALSE,7166,0.0201,356064,Republican,"St. Louis, Missouri",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
631,Timothy P. Sheehy,Republican,Male,Montana,Mountain,West,Senate,MT-Sen,Class 1,FALSE,TRUE,319682,0.5264,607262,Democratic,"Helena, Montana",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
632,R. Jon Tester,Democratic,Male,Montana,Mountain,West,Senate,MT-Sen,Class 1,TRUE,FALSE,276305,0.455,607262,Democratic,"Big Sandy, Montana",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
633,Robert Barb,Green,Male,Montana,Mountain,West,Senate,MT-Sen,Class 1,FALSE,FALSE,4003,0.0066,607262,Democratic,"Darby, Montana",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
634,Sudad S. Daoud,Libertarian,Male,Montana,Mountain,West,Senate,MT-Sen,Class 1,FALSE,FALSE,7272,0.012,607262,Democratic,"Kalispell, Montana",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
635,Ryan K. Zinke,Republican,Male,Montana,Mountain,West,House,MT-01,Class 1,TRUE,TRUE,168529,0.5229,322266,Republican,"Whitefish, Montana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
636,Monica J. Tranel,Democratic,Female,Montana,Mountain,West,House,MT-01,Class 1,FALSE,FALSE,143783,0.4462,322266,Republican,"Missoula, Montana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
637,Dennis Lee Hayes,Libertarian,Male,Montana,Mountain,West,House,MT-01,Class 1,FALSE,FALSE,9954,0.0309,322266,Republican,"Townsend, Montana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
638,Troy B. Downing,Republican,Male,Montana,Mountain,West,House,MT-02,Class 1,FALSE,TRUE,181832,0.6599,275545,Republican,"Helena, Montana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
639,John B. Driscoll,Democratic,Male,Montana,Mountain,West,House,MT-02,Class 1,FALSE,FALSE,93713,0.3401,275545,Republican,"Helena, Montana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
640,J. Peter Ricketts,Republican,Male,Nebraska,Great Plains,Midwest,Senate,NE-Sen (Special),Class 2,TRUE,TRUE,585103,0.6258,935005,Republican,"Omaha, Nebraska",2024-11-05,2024,Presidential,2020-11-03,TRUE,TRUE,FALSE
641,"Preston E. Love, Jr.",Democratic,Male,Nebraska,Great Plains,Midwest,Senate,NE-Sen (Special),Class 2,FALSE,FALSE,349902,0.3742,935005,Republican,"Omaha, Nebraska",2024-11-05,2024,Presidential,2020-11-03,TRUE,TRUE,FALSE
642,Debra L. Fischer,Republican,Female,Nebraska,Great Plains,Midwest,Senate,NE-Sen,Class 1,TRUE,TRUE,499124,0.5319,938336,Republican,"Valentine, Nebraska",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
643,Daniel Leonard Osborn,By Petition,Male,Nebraska,Great Plains,Midwest,Senate,NE-Sen,Class 1,FALSE,FALSE,436493,0.4652,938336,Republican,"Omaha, Nebraska",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
644,Michael J. Flood,Republican,Male,Nebraska,Great Plains,Midwest,House,NE-01,Class 1,TRUE,TRUE,187559,0.601,312057,Republican,"Norfolk, Nebraska",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
645,Carol V. Blood,Democratic,Female,Nebraska,Great Plains,Midwest,House,NE-01,Class 1,FALSE,FALSE,124498,0.399,312057,Republican,"Bellevue, Nebraska",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
646,Donald J. Bacon,Republican,Male,Nebraska,Great Plains,Midwest,House,NE-02,Class 1,TRUE,TRUE,160198,0.5093,314567,Republican,"Papillion, Nebraska",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
647,Anthony V. Vargas,Democratic,Male,Nebraska,Great Plains,Midwest,House,NE-02,Class 1,FALSE,FALSE,154369,0.4907,314567,Republican,"Omaha, Nebraska",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
648,Adrian M. Smith,Republican,Male,Nebraska,Great Plains,Midwest,House,NE-03,Class 1,TRUE,TRUE,243481,0.8042,302768,Republican,"Gering, Nebraska",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
649,Daniel L. Ebers,Democratic,Male,Nebraska,Great Plains,Midwest,House,NE-03,Class 1,FALSE,FALSE,59287,0.1958,302768,Republican,"Lincoln, Nebraska",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
650,Samuel B. Brown,Republican,Male,Nevada,Mountain,West,Senate,NV-Sen,Class 1,FALSE,FALSE,677046,0.4622,1464728,Democratic,"Reno, Nevada",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
651,Jacklyn S. Rosen,Democratic,Female,Nevada,Mountain,West,Senate,NV-Sen,Class 1,TRUE,TRUE,701105,0.4787,1464728,Democratic,"Henderson, Nevada",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
652,Christopher R. Cunningham,Libertarian,Male,Nevada,Mountain,West,Senate,NV-Sen,Class 1,FALSE,FALSE,20881,0.0143,1464728,Democratic,"Las Vegas, Nevada",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
653,Janine M. Hansen,Independent American,Female,Nevada,Mountain,West,Senate,NV-Sen,Class 1,FALSE,FALSE,21316,0.0146,1464728,Democratic,"Elko, Nevada",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
654,Mark A. Robertson,Republican,Male,Nevada,Mountain,West,House,NV-01,Class 1,FALSE,FALSE,143650,0.4449,322899,Democratic,"Henderson, Nevada",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
655,A. Constandina Titus,Democratic,Female,Nevada,Mountain,West,House,NV-01,Class 1,TRUE,TRUE,167885,0.5199,322899,Democratic,"Las Vegas, Nevada",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
656,David S. Goossen,No Political Party,Male,Nevada,Mountain,West,House,NV-01,Class 1,FALSE,FALSE,2596,0.008,322899,Democratic,"Boulder City, Nevada",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
657,David A. Havlicek,Libertarian,Male,Nevada,Mountain,West,House,NV-01,Class 1,FALSE,FALSE,2711,0.0084,322899,Democratic,"Las Vegas, Nevada",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
658,William E. Hoge,Independent American,Male,Nevada,Mountain,West,House,NV-01,Class 1,FALSE,FALSE,2736,0.0085,322899,Democratic,"Henderson, Nevada",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
659,Ronald Quince,No Political Party,Male,Nevada,Mountain,West,House,NV-01,Class 1,FALSE,FALSE,3321,0.0103,322899,Democratic,"Henderson, Nevada",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
660,Mark E. Amodei,Republican,Male,Nevada,Mountain,West,House,NV-02,Class 1,TRUE,TRUE,219919,0.5504,399584,Republican,"Carson City, Nevada",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
661,Lynn P. Chapman,Independent American,Female,Nevada,Mountain,West,House,NV-02,Class 1,FALSE,FALSE,19784,0.0495,399584,Republican,"Sparks, Nevada",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
662,Gregory R. Kidd,No Political Party,Male,Nevada,Mountain,West,House,NV-02,Class 1,FALSE,FALSE,144064,0.3605,399584,Republican,"Crystal Bay, Nevada",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
663,"Francisco J. ""Javi"" Trujillo, Jr.",Libertarian,Male,Nevada,Mountain,West,House,NV-02,Class 1,FALSE,FALSE,15817,0.0396,399584,Republican,"Las Vegas, Nevada",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
664,J. Andrew Johnson,Republican,Male,Nevada,Mountain,West,House,NV-03,Class 1,FALSE,FALSE,181084,0.4863,372388,Democratic,"Las Vegas, Nevada",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
665,Suzanne M. Lee,Democratic,Female,Nevada,Mountain,West,House,NV-03,Class 1,TRUE,TRUE,191304,0.5137,372388,Democratic,"Las Vegas, Nevada",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
666,John Jay Lee,Republican,Male,Nevada,Mountain,West,House,NV-04,Class 1,FALSE,FALSE,148061,0.4457,332206,Democratic,"North Las Vegas, Nevada",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
667,Steven A. Horsford,Democratic,Male,Nevada,Mountain,West,House,NV-04,Class 1,TRUE,TRUE,174926,0.5266,332206,Democratic,"Las Vegas, Nevada",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
668,Russell J. Best,Independent American,Male,Nevada,Mountain,West,House,NV-04,Class 1,FALSE,FALSE,4919,0.0148,332206,Democratic,"Silver Springs, Nevada",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
669,"Timothy J. Ferreira, Jr.",Libertarian,Male,Nevada,Mountain,West,House,NV-04,Class 1,FALSE,FALSE,4300,0.0129,332206,Democratic,"Las Vegas, Nevada",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
670,Russell E. Prescott,Republican,Male,New Hampshire,New England,Northeast,House,NH-01,Class 1,FALSE,FALSE,185936,0.4593,404808,Democratic,"Kingston, New Hampshire",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
671,Christopher C. Pappas,Democratic,Male,New Hampshire,New England,Northeast,House,NH-01,Class 1,TRUE,TRUE,218577,0.54,404808,Democratic,"Manchester, New Hampshire",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
672,Lily Tang Williams,Republican,Female,New Hampshire,New England,Northeast,House,NH-02,Class 1,FALSE,FALSE,187810,0.4697,399818,Democratic,"Weare, New Hampshire",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
673,Margaret V. Tamposi Goodlander,Democratic,Female,New Hampshire,New England,Northeast,House,NH-02,Class 1,FALSE,TRUE,211641,0.5293,399818,Democratic,"Nashua, New Hampshire",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
674,Curtis J. Bashaw,Republican,Male,New Jersey,Mid-Atlantic,Northeast,Senate,NJ-Sen,Class 1,FALSE,FALSE,1773589,0.4399,4031795,Democratic,"Cape May, New Jersey",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
675,Andrew Kim,Democratic,Male,New Jersey,Mid-Atlantic,Northeast,Senate,NJ-Sen,Class 1,FALSE,TRUE,2161491,0.5361,4031795,Democratic,"Moorestown, New Jersey",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
676,Kenneth R. Kaplan,Libertarian,Male,New Jersey,Mid-Atlantic,Northeast,Senate,NJ-Sen,Class 1,FALSE,FALSE,24242,0.006,4031795,Democratic,"Parsippany, New Jersey",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
677,Christina A. Khalil,Green,Female,New Jersey,Mid-Atlantic,Northeast,Senate,NJ-Sen,Class 1,FALSE,FALSE,45443,0.0113,4031795,Democratic,"Hasbrouck Heights, New Jersey",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
678,Joanne S. Kuniansky,Socialist Workers,Female,New Jersey,Mid-Atlantic,Northeast,Senate,NJ-Sen,Class 1,FALSE,FALSE,9806,0.0024,4031795,Democratic,"West New York, New Jersey",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
679,Patricia G. Mooneyham,Vote Better,Female,New Jersey,Mid-Atlantic,Northeast,Senate,NJ-Sen,Class 1,FALSE,FALSE,17224,0.0043,4031795,Democratic,"Bridgeton, New Jersey",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
680,Theodore M. Liddell,Republican,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-01,Class 1,FALSE,FALSE,144390,0.3999,361060,Democratic,"Laurel Springs, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
681,Donald W. Norcross,Democratic,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-01,Class 1,TRUE,TRUE,208808,0.5783,361060,Democratic,"Camden City, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
682,Robin J. Brownfield,Green,Female,New Jersey,Mid-Atlantic,Northeast,House,NJ-01,Class 1,FALSE,FALSE,5771,0.016,361060,Democratic,"Collingswood, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
683,Austin I. Johnson,No Slogan,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-01,Class 1,FALSE,FALSE,2091,0.0058,361060,Democratic,"Somerdale, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
684,Jefferson H. Van Drew,Republican,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-02,Class 1,TRUE,TRUE,215946,0.5811,371620,Republican,"Dennis Township, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
685,Joseph F. Salerno,Democratic,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-02,Class 1,FALSE,FALSE,153117,0.412,371620,Republican,"Lower Township, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
686,Thomas M. Cannavo,Green,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-02,Class 1,FALSE,FALSE,2557,0.0069,371620,Republican,"Forked River, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
687,Rajesh M. Mohan,Republican,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-03,Class 1,FALSE,FALSE,169454,0.4465,379484,Democratic,"Holmdel, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
688,"Herbert C.H. Conaway, Jr.",Democratic,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-03,Class 1,FALSE,TRUE,202034,0.5324,379484,Democratic,"Willingboro, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
689,Justin R. Barbera,Join the Revolution,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-03,Class 1,FALSE,FALSE,1235,0.0033,379484,Democratic,"Southampton, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
690,Christopher G. Russomanno,Libertarian,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-03,Class 1,FALSE,FALSE,1951,0.0051,379484,Democratic,"Bordentown, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
691,Steven W. Welzer,Green,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-03,Class 1,FALSE,FALSE,3478,0.0092,379484,Democratic,"Princeton, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
692,Douglas Anthony Wynn,Why Not Wynn,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-03,Class 1,FALSE,FALSE,1332,0.0035,379484,Democratic,"Columbus, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
693,Christopher H. Smith,Republican,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-04,Class 1,TRUE,TRUE,265652,0.6739,394228,Republican,"Manchester, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
694,Matthew N. Jenkins,Democratic,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-04,Class 1,FALSE,FALSE,124803,0.3166,394228,Republican,"Colts Neck, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
695,Barry D. Bendar,Green,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-04,Class 1,FALSE,FALSE,1823,0.0046,394228,Republican,"Forked River, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
